,campaign_id,ad_type,date,spend,actions,audience,state,hair_color
7762,b54a2447-afb0-4893-b483-0c534bb7914f,photo,2017-04-02,794,"[{""source2"": 4, ""action"": ""conversions""}]",WY_brown_36-41,WY,brown
7764,b54a2447-afb0-4893-b483-0c534bb7914f,video,2017-04-27,740,"[{""action"": ""conversions"", ""source1"": 28}]",WY_brown_36-41,WY,brown
7766,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-03-04,236,"[{""action"": ""conversions"", ""source1"": 65}, {""source2"": 28, ""action"": ""views""}, {""source2"": 27, ""action"": ""views""}, {""source2"": 76, ""action"": ""views""}]",HI_pink_24-29,HI,pink
7768,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-03-14,361,"[{""action"": ""views"", ""source1"": 65}]",HI_pink_24-29,HI,pink
7770,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-03-28,73,"[{""source2"": 35, ""action"": ""views""}, {""action"": ""views"", ""source1"": 13}]",HI_pink_24-29,HI,pink
7772,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-02-25,168,"[{""action"": ""views"", ""source1"": 20}, {""source2"": 99, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 27}]",HI_pink_24-29,HI,pink
7774,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-02-17,185,"[{""source2"": 86, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 25}, {""action"": ""views"", ""source1"": 17}, {""source2"": 97, ""action"": ""conversions""}]",HI_pink_24-29,HI,pink
7776,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-04-18,352,[],HI_pink_24-29,HI,pink
7778,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-04-05,281,[],HI_pink_24-29,HI,pink
7780,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-03-15,83,"[{""source2"": 33, ""action"": ""views""}, {""source2"": 65, ""action"": ""views""}]",HI_pink_24-29,HI,pink
7782,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-03-12,58,[],HI_pink_24-29,HI,pink
7784,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-03-18,0,"[{""source2"": 72, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 36}, {""source2"": 59, ""action"": ""conversions""}, {""source2"": 17, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 82}]",HI_pink_24-29,HI,pink
7786,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-04-23,851,"[{""action"": ""conversions"", ""source1"": 46}, {""action"": ""views"", ""source1"": 51}, {""action"": ""conversions"", ""source1"": 14}, {""source2"": 27, ""action"": ""conversions""}]",HI_pink_24-29,HI,pink
7788,c53e5750-cc9d-4104-89f4-c76f025847ed,photo,2017-03-17,463,"[{""source2"": 24, ""action"": ""views""}, {""action"": ""views"", ""source1"": 53}, {""source2"": 92, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 90}]",HI_pink_24-29,HI,pink
7790,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-02-13,0,[],HI_pink_24-29,HI,pink
7792,c53e5750-cc9d-4104-89f4-c76f025847ed,video,2017-05-09,822,"[{""source2"": 72, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 97}]",HI_pink_24-29,HI,pink
7794,e013abe0-6700-43c6-8e89-01ebaabd8a50,photo,2017-03-12,125,"[{""action"": ""conversions"", ""source1"": 81}, {""action"": ""conversions"", ""source1"": 91}]",VA_brown_42-47,VA,brown
7796,e013abe0-6700-43c6-8e89-01ebaabd8a50,photo,2017-02-19,151,"[{""action"": ""views"", ""source1"": 27}, {""source2"": 0, ""action"": ""views""}, {""action"": ""views"", ""source1"": 6}, {""source2"": 23, ""action"": ""conversions""}, {""source2"": 29, ""action"": ""views""}]",VA_brown_42-47,VA,brown
7798,e013abe0-6700-43c6-8e89-01ebaabd8a50,video,2017-03-12,104,"[{""action"": ""views"", ""source1"": 29}, {""source2"": 74, ""action"": ""views""}]",VA_brown_42-47,VA,brown
7800,e013abe0-6700-43c6-8e89-01ebaabd8a50,photo,2017-04-24,723,[],VA_brown_42-47,VA,brown
7802,e013abe0-6700-43c6-8e89-01ebaabd8a50,video,2017-04-06,655,"[{""source2"": 99, ""action"": ""views""}, {""source2"": 87, ""action"": ""views""}, {""action"": ""views"", ""source1"": 12}, {""action"": ""conversions"", ""source1"": 32}]",VA_brown_42-47,VA,brown
7804,e013abe0-6700-43c6-8e89-01ebaabd8a50,photo,2017-03-15,414,"[{""source2"": 85, ""action"": ""views""}, {""source2"": 54, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 33}, {""action"": ""conversions"", ""source1"": 66}]",VA_brown_42-47,VA,brown
7806,e013abe0-6700-43c6-8e89-01ebaabd8a50,video,2017-05-15,606,"[{""action"": ""views"", ""source1"": 90}]",VA_brown_42-47,VA,brown
7808,e013abe0-6700-43c6-8e89-01ebaabd8a50,video,2017-04-27,979,"[{""source2"": 11, ""action"": ""views""}, {""action"": ""views"", ""source1"": 71}]",VA_brown_42-47,VA,brown
7810,e013abe0-6700-43c6-8e89-01ebaabd8a50,photo,2017-03-25,428,"[{""source2"": 89, ""action"": ""conversions""}]",VA_brown_42-47,VA,brown
7812,e013abe0-6700-43c6-8e89-01ebaabd8a50,video,2017-03-25,571,"[{""source2"": 13, ""action"": ""conversions""}, {""source2"": 57, ""action"": ""views""}, {""action"": ""views"", ""source1"": 43}]",VA_brown_42-47,VA,brown
7814,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-17,318,"[{""action"": ""conversions"", ""source1"": 73}, {""action"": ""conversions"", ""source1"": 22}, {""action"": ""views"", ""source1"": 62}, {""action"": ""views"", ""source1"": 7}, {""source2"": 16, ""action"": ""views""}]",ND_black_48-53,ND,black
7816,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-15,210,"[{""source2"": 17, ""action"": ""conversions""}]",ND_black_48-53,ND,black
7818,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-24,960,"[{""source2"": 25, ""action"": ""views""}, {""source2"": 15, ""action"": ""views""}, {""source2"": 71, ""action"": ""views""}]",ND_black_48-53,ND,black
7820,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-05,60,[],ND_black_48-53,ND,black
7822,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-07,81,"[{""source2"": 69, ""action"": ""views""}, {""source2"": 50, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 32}, {""action"": ""views"", ""source1"": 34}, {""action"": ""views"", ""source1"": 83}]",ND_black_48-53,ND,black
7824,8933a649-63f2-4204-b57b-dc4f39158030,video,2017-04-13,28,[],ND_black_48-53,ND,black
7826,8933a649-63f2-4204-b57b-dc4f39158030,video,2017-05-04,584,"[{""action"": ""conversions"", ""source1"": 13}, {""action"": ""conversions"", ""source1"": 31}, {""source2"": 48, ""action"": ""views""}, {""source2"": 64, ""action"": ""conversions""}]",ND_black_48-53,ND,black
7828,8933a649-63f2-4204-b57b-dc4f39158030,video,2017-03-05,346,"[{""action"": ""views"", ""source1"": 77}, {""action"": ""views"", ""source1"": 57}, {""action"": ""views"", ""source1"": 96}, {""action"": ""conversions"", ""source1"": 48}]",ND_black_48-53,ND,black
7830,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-14,761,"[{""source2"": 39, ""action"": ""views""}, {""source2"": 24, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 21}]",ND_black_48-53,ND,black
7832,8933a649-63f2-4204-b57b-dc4f39158030,video,2017-03-23,400,"[{""source2"": 44, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 36}, {""source2"": 92, ""action"": ""views""}]",ND_black_48-53,ND,black
7834,8933a649-63f2-4204-b57b-dc4f39158030,photo,2017-03-23,660,"[{""action"": ""views"", ""source1"": 83}, {""source2"": 8, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 0}]",ND_black_48-53,ND,black
7836,8933a649-63f2-4204-b57b-dc4f39158030,video,2017-03-17,0,"[{""source2"": 56, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 77}, {""action"": ""conversions"", ""source1"": 59}, {""action"": ""views"", ""source1"": 48}]",ND_black_48-53,ND,black
7838,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-02-13,903,"[{""action"": ""conversions"", ""source1"": 22}, {""action"": ""views"", ""source1"": 53}, {""action"": ""views"", ""source1"": 94}]",GA_green_39-44,GA,green
7840,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-05-05,0,"[{""source2"": 33, ""action"": ""conversions""}, {""source2"": 94, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 66}, {""action"": ""conversions"", ""source1"": 16}]",GA_green_39-44,GA,green
7842,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-04-05,612,[],GA_green_39-44,GA,green
7844,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-04-28,123,[],GA_green_39-44,GA,green
7846,78094327-5c9e-4aa5-a29e-9287c67d7640,photo,2017-02-24,583,"[{""action"": ""conversions"", ""source1"": 68}, {""source2"": 23, ""action"": ""conversions""}, {""source2"": 56, ""action"": ""views""}, {""source2"": 34, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 81}]",GA_green_39-44,GA,green
7848,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-05-12,489,"[{""action"": ""conversions"", ""source1"": 83}, {""action"": ""views"", ""source1"": 75}, {""source2"": 25, ""action"": ""views""}, {""source2"": 23, ""action"": ""views""}]",GA_green_39-44,GA,green
7850,78094327-5c9e-4aa5-a29e-9287c67d7640,video,2017-04-01,500,[],GA_green_39-44,GA,green
7852,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-04-22,84,"[{""action"": ""conversions"", ""source1"": 41}]",NY_pink_18-23,NY,pink
7854,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-03-02,141,"[{""source2"": 92, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7856,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-04-05,515,"[{""source2"": 47, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 11}, {""action"": ""views"", ""source1"": 1}]",NY_pink_18-23,NY,pink
7858,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-03-01,99,"[{""source2"": 16, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7860,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-02-27,14,"[{""action"": ""views"", ""source1"": 21}, {""action"": ""views"", ""source1"": 74}]",NY_pink_18-23,NY,pink
7862,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-03-25,0,"[{""action"": ""views"", ""source1"": 17}, {""action"": ""conversions"", ""source1"": 88}, {""source2"": 69, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7864,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-03-22,734,"[{""action"": ""conversions"", ""source1"": 7}, {""source2"": 55, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 92}]",NY_pink_18-23,NY,pink
7866,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-02-25,448,"[{""source2"": 5, ""action"": ""conversions""}, {""source2"": 34, ""action"": ""views""}, {""source2"": 72, ""action"": ""views""}, {""source2"": 77, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 93}]",NY_pink_18-23,NY,pink
7868,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-03-08,738,"[{""source2"": 32, ""action"": ""views""}]",NY_pink_18-23,NY,pink
7870,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-04-25,62,"[{""action"": ""conversions"", ""source1"": 36}, {""action"": ""conversions"", ""source1"": 1}, {""source2"": 37, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7872,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-04-13,859,"[{""source2"": 39, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7874,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-04-23,388,"[{""action"": ""conversions"", ""source1"": 45}, {""source2"": 69, ""action"": ""conversions""}, {""source2"": 37, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7876,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-03-05,634,"[{""action"": ""conversions"", ""source1"": 83}, {""source2"": 84, ""action"": ""conversions""}, {""source2"": 63, ""action"": ""conversions""}, {""source2"": 22, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7878,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,video,2017-03-23,231,"[{""source2"": 13, ""action"": ""conversions""}]",NY_pink_18-23,NY,pink
7880,15cb10c7-51f8-4cef-9ac0-f98b3033f6d3,photo,2017-04-07,256,[],NY_pink_18-23,NY,pink
7882,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-02-15,290,"[{""source2"": 40, ""action"": ""conversions""}, {""source2"": 43, ""action"": ""views""}]",PA_red_48-53,PA,red
7884,aec2b869-e92a-4095-8864-a6634c8b6984,video,2017-05-07,885,[],PA_red_48-53,PA,red
7886,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-03-02,298,"[{""action"": ""views"", ""source1"": 44}, {""action"": ""conversions"", ""source1"": 57}]",PA_red_48-53,PA,red
7888,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-02-21,0,[],PA_red_48-53,PA,red
7890,aec2b869-e92a-4095-8864-a6634c8b6984,video,2017-03-19,883,"[{""action"": ""views"", ""source1"": 2}, {""source2"": 51, ""action"": ""views""}, {""source2"": 85, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 41}, {""source2"": 70, ""action"": ""views""}]",PA_red_48-53,PA,red
7892,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-03-22,20,"[{""source2"": 94, ""action"": ""views""}, {""source2"": 83, ""action"": ""conversions""}]",PA_red_48-53,PA,red
7894,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-05-16,531,"[{""source2"": 30, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 47}, {""source2"": 64, ""action"": ""conversions""}, {""source2"": 87, ""action"": ""views""}, {""action"": ""views"", ""source1"": 97}]",PA_red_48-53,PA,red
7896,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-04-18,718,"[{""action"": ""conversions"", ""source1"": 57}, {""action"": ""views"", ""source1"": 86}, {""source2"": 84, ""action"": ""views""}]",PA_red_48-53,PA,red
7898,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-03-29,743,"[{""source2"": 14, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 38}, {""source2"": 27, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 91}, {""source2"": 64, ""action"": ""conversions""}]",PA_red_48-53,PA,red
7900,aec2b869-e92a-4095-8864-a6634c8b6984,photo,2017-05-02,50,"[{""source2"": 2, ""action"": ""views""}, {""action"": ""views"", ""source1"": 35}, {""action"": ""conversions"", ""source1"": 24}]",PA_red_48-53,PA,red
7902,6d970519-694c-4562-8fa5-6ac61f30f8a3,video,2017-03-02,94,"[{""action"": ""views"", ""source1"": 39}, {""source2"": 50, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 23}, {""source2"": 95, ""action"": ""views""}]",OH_purple_51-56,OH,purple
7904,6d970519-694c-4562-8fa5-6ac61f30f8a3,video,2017-03-21,50,"[{""source2"": 65, ""action"": ""views""}]",OH_purple_51-56,OH,purple
7906,6d970519-694c-4562-8fa5-6ac61f30f8a3,photo,2017-03-02,363,"[{""source2"": 57, ""action"": ""conversions""}]",OH_purple_51-56,OH,purple
7908,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-02-09,490,[],DE_white_36-41,DE,white
7910,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-02-25,991,"[{""action"": ""views"", ""source1"": 81}, {""source2"": 22, ""action"": ""views""}]",DE_white_36-41,DE,white
7912,4c9bff42-1b64-42dc-b8fc-143c14738a7c,photo,2017-03-09,53,"[{""action"": ""views"", ""source1"": 79}, {""source2"": 24, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 82}, {""action"": ""views"", ""source1"": 56}, {""action"": ""conversions"", ""source1"": 25}]",DE_white_36-41,DE,white
7914,4c9bff42-1b64-42dc-b8fc-143c14738a7c,photo,2017-05-11,765,"[{""source2"": 39, ""action"": ""views""}, {""action"": ""views"", ""source1"": 43}]",DE_white_36-41,DE,white
7916,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-02-21,515,"[{""source2"": 34, ""action"": ""conversions""}, {""source2"": 63, ""action"": ""conversions""}]",DE_white_36-41,DE,white
7918,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-03-07,700,"[{""action"": ""views"", ""source1"": 99}, {""action"": ""conversions"", ""source1"": 22}, {""action"": ""views"", ""source1"": 17}, {""source2"": 61, ""action"": ""views""}]",DE_white_36-41,DE,white
7920,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-03-22,133,"[{""source2"": 52, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 62}, {""action"": ""views"", ""source1"": 85}, {""action"": ""views"", ""source1"": 53}, {""action"": ""views"", ""source1"": 92}]",DE_white_36-41,DE,white
7922,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-05-18,732,"[{""source2"": 98, ""action"": ""views""}, {""source2"": 68, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 78}]",DE_white_36-41,DE,white
7924,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-04-08,507,"[{""action"": ""conversions"", ""source1"": 4}, {""action"": ""conversions"", ""source1"": 5}, {""action"": ""views"", ""source1"": 94}]",DE_white_36-41,DE,white
7926,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-05-16,609,"[{""action"": ""views"", ""source1"": 91}, {""action"": ""views"", ""source1"": 53}, {""action"": ""conversions"", ""source1"": 10}, {""action"": ""views"", ""source1"": 96}, {""source2"": 86, ""action"": ""views""}]",DE_white_36-41,DE,white
7928,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-04-18,387,"[{""source2"": 16, ""action"": ""conversions""}]",DE_white_36-41,DE,white
7930,4c9bff42-1b64-42dc-b8fc-143c14738a7c,video,2017-03-02,268,"[{""source2"": 65, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 80}]",DE_white_36-41,DE,white
7932,4c9bff42-1b64-42dc-b8fc-143c14738a7c,photo,2017-04-19,835,"[{""source2"": 58, ""action"": ""views""}, {""source2"": 70, ""action"": ""views""}, {""action"": ""views"", ""source1"": 95}, {""source2"": 74, ""action"": ""views""}]",DE_white_36-41,DE,white
7934,4286edd0-c5f4-45bd-b867-441a3e0aead2,photo,2017-02-21,574,[],IL_green_63-68,IL,green
7936,4286edd0-c5f4-45bd-b867-441a3e0aead2,photo,2017-04-23,134,"[{""source2"": 54, ""action"": ""views""}]",IL_green_63-68,IL,green
7938,4286edd0-c5f4-45bd-b867-441a3e0aead2,photo,2017-03-21,0,"[{""source2"": 44, ""action"": ""conversions""}, {""source2"": 44, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 52}, {""action"": ""conversions"", ""source1"": 69}]",IL_green_63-68,IL,green
7940,4286edd0-c5f4-45bd-b867-441a3e0aead2,video,2017-02-28,424,"[{""action"": ""conversions"", ""source1"": 97}, {""source2"": 26, ""action"": ""views""}, {""source2"": 98, ""action"": ""views""}]",IL_green_63-68,IL,green
7942,4286edd0-c5f4-45bd-b867-441a3e0aead2,photo,2017-04-10,449,"[{""action"": ""views"", ""source1"": 73}, {""source2"": 4, ""action"": ""views""}, {""source2"": 21, ""action"": ""views""}]",IL_green_63-68,IL,green
7944,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-04-02,366,"[{""action"": ""views"", ""source1"": 42}, {""source2"": 97, ""action"": ""views""}]",MD_pink_54-59,MD,pink
7946,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-04-08,0,"[{""source2"": 23, ""action"": ""conversions""}]",MD_pink_54-59,MD,pink
7948,15be4e5e-ac67-442a-b08d-178f695ffcd0,video,2017-03-22,401,[],MD_pink_54-59,MD,pink
7950,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-03-12,161,"[{""action"": ""conversions"", ""source1"": 73}, {""source2"": 13, ""action"": ""views""}]",MD_pink_54-59,MD,pink
7952,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-03-30,106,"[{""source2"": 49, ""action"": ""views""}, {""source2"": 78, ""action"": ""conversions""}, {""source2"": 85, ""action"": ""conversions""}]",MD_pink_54-59,MD,pink
7954,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-04-10,730,"[{""source2"": 44, ""action"": ""views""}, {""source2"": 79, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 74}, {""action"": ""conversions"", ""source1"": 58}]",MD_pink_54-59,MD,pink
7956,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-05-01,466,"[{""source2"": 35, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 59}, {""action"": ""views"", ""source1"": 99}]",MD_pink_54-59,MD,pink
7958,15be4e5e-ac67-442a-b08d-178f695ffcd0,video,2017-04-23,296,"[{""action"": ""views"", ""source1"": 71}, {""source2"": 48, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 63}, {""source2"": 62, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 64}]",MD_pink_54-59,MD,pink
7960,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-02-09,376,"[{""action"": ""views"", ""source1"": 94}, {""action"": ""conversions"", ""source1"": 63}, {""action"": ""views"", ""source1"": 41}]",MD_pink_54-59,MD,pink
7962,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-03-13,48,"[{""source2"": 0, ""action"": ""views""}, {""source2"": 79, ""action"": ""conversions""}, {""source2"": 49, ""action"": ""views""}, {""action"": ""views"", ""source1"": 11}]",MD_pink_54-59,MD,pink
7964,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-05-11,931,[],MD_pink_54-59,MD,pink
7966,15be4e5e-ac67-442a-b08d-178f695ffcd0,video,2017-04-24,875,"[{""source2"": 30, ""action"": ""conversions""}, {""source2"": 72, ""action"": ""views""}, {""source2"": 80, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 36}]",MD_pink_54-59,MD,pink
7968,15be4e5e-ac67-442a-b08d-178f695ffcd0,photo,2017-02-23,659,"[{""action"": ""views"", ""source1"": 55}]",MD_pink_54-59,MD,pink
7970,e5816c44-c218-44fa-86fb-2568408877d5,photo,2017-03-16,424,"[{""source2"": 72, ""action"": ""views""}, {""action"": ""views"", ""source1"": 12}, {""source2"": 64, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 35}, {""action"": ""conversions"", ""source1"": 20}]",LA_white_42-47,LA,white
7972,e5816c44-c218-44fa-86fb-2568408877d5,video,2017-02-27,327,"[{""source2"": 75, ""action"": ""conversions""}]",LA_white_42-47,LA,white
7974,e5816c44-c218-44fa-86fb-2568408877d5,photo,2017-05-01,692,"[{""source2"": 38, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 29}, {""action"": ""conversions"", ""source1"": 26}]",LA_white_42-47,LA,white
7976,e5816c44-c218-44fa-86fb-2568408877d5,video,2017-03-18,479,"[{""action"": ""views"", ""source1"": 12}, {""source2"": 45, ""action"": ""views""}, {""source2"": 71, ""action"": ""conversions""}, {""source2"": 83, ""action"": ""conversions""}]",LA_white_42-47,LA,white
7978,e5816c44-c218-44fa-86fb-2568408877d5,photo,2017-05-16,911,"[{""action"": ""conversions"", ""source1"": 54}, {""source2"": 83, ""action"": ""views""}]",LA_white_42-47,LA,white
7980,e5816c44-c218-44fa-86fb-2568408877d5,video,2017-02-16,789,"[{""action"": ""views"", ""source1"": 51}]",LA_white_42-47,LA,white
7982,e5816c44-c218-44fa-86fb-2568408877d5,video,2017-04-22,547,"[{""source2"": 7, ""action"": ""views""}, {""action"": ""views"", ""source1"": 98}, {""action"": ""conversions"", ""source1"": 63}, {""source2"": 72, ""action"": ""views""}, {""source2"": 47, ""action"": ""views""}]",LA_white_42-47,LA,white
7984,e5816c44-c218-44fa-86fb-2568408877d5,photo,2017-04-29,939,"[{""action"": ""conversions"", ""source1"": 53}, {""action"": ""conversions"", ""source1"": 57}, {""action"": ""conversions"", ""source1"": 66}]",LA_white_42-47,LA,white
7986,e5816c44-c218-44fa-86fb-2568408877d5,video,2017-02-11,958,"[{""source2"": 54, ""action"": ""views""}, {""action"": ""views"", ""source1"": 26}, {""action"": ""conversions"", ""source1"": 3}, {""action"": ""views"", ""source1"": 60}]",LA_white_42-47,LA,white
7988,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-03-31,719,"[{""source2"": 89, ""action"": ""views""}, {""action"": ""views"", ""source1"": 1}, {""action"": ""conversions"", ""source1"": 73}, {""source2"": 54, ""action"": ""conversions""}, {""source2"": 26, ""action"": ""conversions""}]",PA_red_51-56,PA,red
7990,26364f12-a72f-491a-8050-b7845a8dd4c3,video,2017-04-10,43,"[{""action"": ""conversions"", ""source1"": 68}, {""action"": ""views"", ""source1"": 88}, {""action"": ""views"", ""source1"": 61}, {""action"": ""conversions"", ""source1"": 31}]",PA_red_51-56,PA,red
7992,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-03-28,830,"[{""source2"": 36, ""action"": ""conversions""}]",PA_red_51-56,PA,red
7994,26364f12-a72f-491a-8050-b7845a8dd4c3,video,2017-02-23,630,"[{""action"": ""conversions"", ""source1"": 39}, {""source2"": 67, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 16}, {""action"": ""conversions"", ""source1"": 69}]",PA_red_51-56,PA,red
7996,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-04-07,619,"[{""action"": ""views"", ""source1"": 94}, {""source2"": 35, ""action"": ""views""}, {""action"": ""views"", ""source1"": 10}]",PA_red_51-56,PA,red
7998,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-05-01,236,"[{""source2"": 16, ""action"": ""views""}, {""source2"": 57, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 54}]",PA_red_51-56,PA,red
8000,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-05-08,564,"[{""source2"": 87, ""action"": ""conversions""}]",PA_red_51-56,PA,red
8002,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-02-19,118,"[{""action"": ""views"", ""source1"": 93}]",PA_red_51-56,PA,red
8004,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-04-25,0,[],PA_red_51-56,PA,red
8006,26364f12-a72f-491a-8050-b7845a8dd4c3,video,2017-04-21,294,"[{""action"": ""conversions"", ""source1"": 1}, {""source2"": 73, ""action"": ""views""}]",PA_red_51-56,PA,red
8008,26364f12-a72f-491a-8050-b7845a8dd4c3,photo,2017-03-06,251,"[{""source2"": 5, ""action"": ""views""}, {""source2"": 53, ""action"": ""views""}, {""source2"": 58, ""action"": ""views""}]",PA_red_51-56,PA,red
8010,26364f12-a72f-491a-8050-b7845a8dd4c3,video,2017-03-12,0,"[{""action"": ""views"", ""source1"": 20}, {""action"": ""views"", ""source1"": 41}]",PA_red_51-56,PA,red
8012,26364f12-a72f-491a-8050-b7845a8dd4c3,video,2017-04-20,0,[],PA_red_51-56,PA,red
